,id,name,producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,varieties7,varieties8,varieties9,varieties10,varieties11,varieties12,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
10741,153662,Toscolo Chianti,Empson Neil  Maria Empson,Italy,Toscana,Chianti,,,Sangiovese,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2012,750
10742,153663,Toscolo Chianti Classico,Empson Neil  Maria Empson,Italy,Toscana,Chianti,,,Sangiovese,Cabernet Sauvignon,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2011,750
10743,153664,Toscolo Chianti Classico Riserva,Empson Neil  Maria Empson,Italy,Toscana,Chianti,,,Sangiovese,Cabernet Sauvignon,Merlot,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2009,750
10745,153667,"MENEGOLLI, Valpolicella Superiore Ripasso Basic",Menegolli,Italy,Veneto,,,,Corvina Veronese,Corvinone,Rondinella,,,,,,,,,,Red,Table,13.5~14.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,86000,2014,750
10746,153668,"MENEGOLLI, Valpolicella Superiore Ripasso Premium",Menegolli,Italy,Veneto,Valpolicella,,,Corvina Veronese,Corvinone,Rondinella,,,,,,,,,,Red,Table,14,16~18,SWEET2,ACIDITY2,BODY5,TANNIN4,110000,2014,750
10747,153669,"Menegolli, Valpolicella  Basic",Menegolli,Italy,Veneto,,,,Corvina Veronese,Corvinone,Rondinella,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,77000,2011,750
10748,153670,"Menegolli, Valpolicella Premium",Menegolli,Italy,Veneto,Valpolicella,,,Corvina Veronese,Corvinone,Rondinella,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY5,BODY3,TANNIN2,82000,2015,750
10749,153671,"Menegolli, Amarone della Valpolicella Basic",Menegolli,Italy,Veneto,Valpolicella,,,Corvina Veronese,Corvinone,Rondinella,,,,,,,,,,Red,Table,15~16,16~18,SWEET2,ACIDITY2,BODY5,TANNIN3,148000,2013,750
10750,153672,"MENEGOLLI, Amarone della Valpolicella Premium ",Menegolli,Italy,Veneto,Valpolicella,,,Corvina Veronese,Corvinone,Rondinella,,,,,,,,,,Red,Table,15,16~18,SWEET2,ACIDITY4,BODY5,TANNIN3,220000,2013,750
10754,153679,"Bodegas Palacio, Cosme Palacio Vendimia Seleccionada ",Bodegas Palacio,Spain,Rioja,,,,Tempranillo,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,54000,2012,750
10756,153681,Domaine Baronarques,Domaine de Baronarques,France,Southern France,Languedoc Roussillon,Limoux,,Merlot,Cabernet Franc,Cabernet Sauvignon,Syrah & Shiraz,Malbec,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,165000,2013,750
10757,153683,La Capitelle de Baronarques,Domaine de Baronarques,France,Southern France,Languedoc Roussillon,,,Merlot,Malbec,Syrah & Shiraz,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,99000,2014,750
10759,153685,Amuse Bouche Vin Perdu Shell,Amuse Bouche,USA,California,Napa County,Napa Valley,,Merlot,Syrah & Shiraz,Petit Verdot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,540000,2009,750
10760,153688,Valdivieso Single Vineyard Cabernet Franc,Valdivieso,Chile,Curico Valley,Sagrada Familia,,,Cabernet Franc,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,90000,2015,750
10761,153696,"World's End, Crossfire",Worlds End Winery,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,690000,2008,750
10762,153697,"sinatra family, Cabernet Sauvignon",Sinatra Family Estates,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2007,750
10763,153698,"levy & mcclellan, ampersand ",Levy  McClellan,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2009,750
10764,153699,"La Sirena, Cabernet Sauvignon",La Sirena Wines,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,,,,,,,,,Red,Table,15.2,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,1000000,2014,750
10765,153700,"World's End, Good Times Bad Times",Worlds End Winery,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN3,0,2014,750
10766,153701,"kongsgaard, cabernet sauvignon",Kongsgaard,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN5,0,2016,750
10767,153702,"Textbook, napa merlot",Textbook,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,112000,2017,750
10768,153703,"World's End, Little Sister Reserve",Worlds End Winery,USA,California,Napa County,Napa Valley,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2009,750
10769,153704,"Hyde de Villaine, Belle Cousine",Hyde de Villaine,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,300000,2014,750
10770,153705,"Krupp Brothers, The Banker",Krupp Brothers Estate,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Cabernet Franc,Malbec,Rousaanne,Chardonnay,Petit Verdot,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,280000,2015,750
10771,153707,Buccella Merlot,Buccella Estate,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,Cabernet Franc,Malbec,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2012,750
10772,153708,Amuse Bouche Restaurant,Amuse Bouche,USA,California,Napa County,Napa Valley,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,1960000,2003,750
10773,153709,Amuse Bouche Chef,Amuse Bouche,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,1620000,2004,750
10774,153710,Amuse Bouche Blue Dog,Amuse Bouche,USA,California,Napa County,Napa Valley,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,1380000,2006,750
10775,153711,Amuse Bouche Last Dance,Amuse Bouche,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,1290000,2007,750
10776,153712,Amuse Bouche Heidi Barrett,Amuse Bouche,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,1360000,2008,750
10777,153713,Amuse Bouche Tango,Amuse Bouche,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,1360000,2009,750
10778,153714,Amuse Bouche Cocktail,Amuse Bouche,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,1360000,2010,750
10779,153715,Amuse Bouche Oriental,Amuse Bouche,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,1360000,2010,750
10780,153716,"Broc Cellars, Vine Starr",Broc Cellars,USA,California,Sonoma County,,,Zinfandel,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,116000,2017,750
10781,153717,"Krupp Brothers, Black Bart Syrah",Krupp Brothers Estate,USA,California,Napa County,Napa Valley,,Syrah & Shiraz,Malbec,Petit Verdot,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,240000,2017,750
10782,153719,"Krupp Brothers, Black Bart Stagecoach Syrah",Krupp Brothers Estate,USA,California,Napa County,Napa Valley,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN5,300000,2017,750
10783,153720,"Hyde de Villaine, Californio Syrah",Hyde de Villaine,USA,California,Napa County,Napa Valley,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,300000,2015,750
10784,153721,"La Sirena, Napa Syrah",La Sirena Wines,USA,California,Napa County,Napa Valley,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14.8,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,410000,2005,750
10785,153722,"World's End, Wavelength",Worlds End Winery,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Syrah & Shiraz,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN5,690000,2008,750
10786,153723,"Sine Qua Non, On Your Toes",Sine Qua Non,USA,California,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN5,4380000,2001,750
10787,153724,"Sine Qua Non, Just for the Love of it",Sine Qua Non,USA,California,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,4380000,2002,750
10788,153725,"Sine Qua Non, Poker Face ",Sine Qua Non,USA,California,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN5,2450000,2006,750
10789,153726,"Sine Qua Non, 17th Nail in my Cranium",Sine Qua Non,USA,California,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN5,4380000,2005,750
10790,153727,"Sine Qua Non, A Shot in the Dark",Sine Qua Non,USA,California,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN5,4380000,2006,750
10791,153728,"Sine Qua Non, Labels",Sine Qua Non,USA,California,,,,Syrah & Shiraz,Grenache,Viognier,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,1980000,2007,750
10792,153729,"Sine Qua Non, B20",Sine Qua Non,USA,California,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN5,1380000,2008,750
10793,153731,"Sine Qua Non, The Duel Syrah",Sine Qua Non,USA,California,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN5,2450000,2008,750
10794,153732,"Sine Qua Non, The Thrill",Sine Qua Non,USA,California,,,,Syrah & Shiraz,Grenache,Viognier,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2009,750
10795,153736,The Pinot Project,The Pinot Project,USA,California,,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,58000,2017,750
10796,153738,"owen roe, sharecropper oregon pinot noir ",Owen Roe,USA,Oregon,,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,108000,2017,750
10797,153742,"Walter Hansel, Cahill Lane Pinot Noir",Walter Hansel Winery,USA,California,Sonoma County,Russian River Valley,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN2,180000,2015,750
10798,153743,"walter Hansel, Cuvee Alyce Pinot Noir",Walter Hansel Winery,USA,California,Sonoma County,Russian River Valley,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN2,196000,2016,750
10799,153744,"Williams Selyem , Central Coast Pinot Noir ",Williams Selyem Winery,USA,California,Central Coast,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,320000,2017,750
10800,153746,"Kistler, Russian River Pinot Noir",Kistler Vineyards,USA,California,Sonoma County,Russian River Valley,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN2,220000,2015,750
10801,153747,"Williams Selyem , Westside Road Pinot Noir",Williams Selyem Winery,USA,California,Sonoma County,Russian River Valley,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,480000,2017,750
10802,153748,"coup de foudre, pinot noir ",Coup de Foudre,USA,California,Napa County,Napa Valley,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,540000,2013,750
10803,153749,"Kistler, Cuvee Elizabeth Pinot Noir ",Kistler Vineyards,USA,California,Sonoma County,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,380000,2015,750
10804,153750,"owen roe, sinister hand ",Owen Roe,USA,Washington State,,,,Grenache,Syrah & Shiraz,mourvedre,Cinsault,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN3,108000,2016,750
10805,153753,"keplinger, lithic",keplinger,USA,California,Napa County,Napa Valley,,Grenache,mourvedre,Syrah & Shiraz,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2010,750
10806,153754,"Sine Qua Non, Pictures Grenache",Sine Qua Non,USA,California,,,,Grenache,Syrah & Shiraz,Viognier,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,1380000,2007,750
10807,153755,"Sine Qua Non, The Line Grenache",Sine Qua Non,USA,California,,,,Grenache,Syrah & Shiraz,Viognier,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,1380000,2008,750
10808,153757,"Sine Qua Non, Dangerous Birds Grenache ",Sine Qua Non,USA,California,,,,Grenache,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,4380000,2007,750
10809,153758,"Sine Qua Non, The Duel Grenache",Sine Qua Non,USA,California,,,,Grenache,Syrah & Shiraz,Viognier,Rousaanne,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,2450000,2008,750
10810,153761,"Krupp Brothers, Joshua Super Tuscan",Krupp Brothers Estate,USA,California,Napa County,Napa Valley,,Sangiovese,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2006,750
10811,153762,"owen roe, yakima valley",Owen Roe,USA,Washington State,,,,Cabernet Franc,Merlot,Cabernet Sauvignon,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,178000,2014,750
10812,153763,"favia, cerro sur ",Favia Erickson Winegrowers,USA,California,Sierra Foothills,,,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,660000,2015,750
10813,153764,"favia, la magdalena",Favia Erickson Winegrowers,USA,California,Amador County,,,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN5,720000,2015,750
10814,153765,"Zinfandelic, Old Vine Zinfandel	",Zinfandelic Wines,USA,California,Sierra Foothills,,,Zinfandel,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY2,BODY4,TANNIN3,64000,2016,750
10816,153767,Domaine Peyre Rose Clos des Cistes,Domaine Peyre Rose,France,Southern France,Languedoc Roussillon,Coteaux du Languedoc,,Syrah & Shiraz,Grenache,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2014,750
10818,153769,"Chateau Simone, Rose",Chateau Simone,France,Southern France,Provence,Palette,,Grenache,mourvedre,Cinsault,Syrah & Shiraz,Carignan,Muscat,,,,,,,Red,Table,14,14~16,SWEET1,ACIDITY3,BODY4,TANNIN1,0,2018,750
10819,153770,"Domaine du Clos des Fees, Les Sorcieres",Domaine du Clos des Fees,France,Southern France,Languedoc Roussillon,,,Syrah & Shiraz,Grenache,Carignan,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750
10820,153771,Domain Alain Chabanon Les Boissieres,Domaine Alain Chabanon,France,Southern France,Languedoc Roussillon,Coteaux du Languedoc,,Grenache,Syrah & Shiraz,mourvedre,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2008,750
10822,153786,"Domaine Parent, Bourgogne Pinot Noir ",Domaine Parent,France,Bourgogne,,,,Pinot Noir,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,95000,2011,750
10824,153790,"Hill Family Estate, Beau Terre Merlot",Hill Family Estate,USA,California,Napa County,Oak Knoll District of Napa Valley,,Merlot,Cabernet Sauvignon,Malbec,Petit Verdot,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
10825,153791,"Hill Family Estate, Origin",Hill Family Estate,USA,California,Napa County,Oak Knoll District of Napa Valley,,Merlot,Cabernet Sauvignon,Petit Verdot,Malbec,Syrah & Shiraz,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2015,750
10826,153792,"Hill Family Estate, Clarke Vineyard Syrah",Hill Family Estate,USA,California,Napa County,Oak Knoll District of Napa Valley,,Syrah & Shiraz,Viognier,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2015,750
10827,153793,"Hill Family Estate, Napa Valley Cabernet Sauvignon",Hill Family Estate,USA,California,Napa County,Oak Knoll District of Napa Valley,,Cabernet Sauvignon,Petit Verdot,Merlot,Malbec,,,,,,,,,Red,Table,14~15,16,SWEET1,ACIDITY3,BODY5,TANNIN5,0,2014,750
10828,153795,SMG Cabernet Sauvignon,El Aromo,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET2,ACIDITY3,BODY3,TANNIN3,35000,2012,750
10829,153796,SMG Merlot,El Aromo,Chile,Central Valley,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2012,750
10830,153797,SMG Carmenere,El Aromo,Chile,Central Valley,,,,Carmenere,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2012,750
10831,153799,Chateau Les Alberts,Chateau La Gontelle,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
10833,153801,"Rocland, Chocolate Box Shiraz",Rocland Estate,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY2,BODY5,TANNIN4,80000,2016,750
10834,153802,"Rocland, Chocolate Box Cabernet Sauvignon",Rocland Estate,Australia,South Australia,Barossa Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,80000,2016,750
10835,153803,"Rocland, Chocolate Box GSM",Rocland Estate,Australia,South Australia,Barossa Valley,,,Grenache,Syrah & Shiraz,Mataro,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,80000,2015,750
10840,153808,"Presidente, Chateauneuf du Pape ",Domain de La Presidente,France,Rhone,ChateauneufduPape,,,Grenache,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,250000,2011,750
10841,153809,RBJ Theologicum,RBJ Vintners,Australia,South Australia,Barossa Valley,,,mourvedre,Grenache,,,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2014,750
10842,153810,1879 T Valpolicella Ripasso,Casa Vitivinicola Tinazzi,Italy,Veneto,Valpolicella,,,Corvina,,,,,,,,,,,,Red,Table,14,12,SWEET1,ACIDITY3,BODY4,TANNIN3,300000,2010,750
10843,153811,"Presidente, Cotes du Rhone Grands Classiques",Domain de La Presidente,France,Rhone,Cotes du Rhone,,,Grenache,,,,,,,,,,,,Red,Table,13,15~18,SWEET1,ACIDITY3,BODY3,TANNIN3,80000,2013,750
10845,153813,"Chateau Puech Haut, Prestige Rouge",Chateau PuechHaut,France,Southern France,Languedoc Roussillon,,,Grenache,Syrah & Shiraz,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,108000,2018,750
10846,153814,"Chateau Puech Haut, Tete de Belier Rouge",Chateau PuechHaut,France,Southern France,Languedoc Roussillon,,,Syrah & Shiraz,Grenache,mourvedre,Carignan,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,171000,2017,750
10847,153815,"Chateau Puech Haut, Clos du Pic",Chateau PuechHaut,France,Southern France,Languedoc Roussillon,,,Syrah & Shiraz,mourvedre,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN5,310000,2016,750
10849,153817,"Esterhazy, Frog King",Esterhazy,Austria,Burgenland,Neusiedlersee Hgelland,,,Blaufrankisch,Merlot,Zweigelt,,,,,,,,,,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,42000,2009,750
10850,153818,"Esterhazy, Leightaberg DAC Blaufrankisch",Esterhazy,Austria,Burgenland,,,,Blaufrankisch,,,,,,,,,,,,Red,Table,13.5,17,SWEET1,ACIDITY4,BODY4,TANNIN4,62000,2010,750
10852,153820,Domaine Esprit des Pierres,LGI Wines,France,Southern France,Languedoc Roussillon,Corbieres,,Grenache,,,,,,,,,,,,Red,Table,14.5,20,SWEET1,ACIDITY3,BODY4,TANNIN3,48000,2012,750
10853,153821,"Phelps Creek, Columbia Gorge Pinot Noir",Phelps Creek Vineyards,USA,Oregon,Columbia Gorge OR,,,Pinot Noir,,,,,,,,,,,,Red,Table,13.5,15~17,SWEET1,ACIDITY5,BODY4,TANNIN3,160000,2016,750
10856,153825,"Copain, Syrah Les Voisins",Copain,USA,California,San Luis Obispo County,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.9,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,95000,2009,750
10858,153830,"Querciabella, Mongrana Maremma Toscana Rosso",Querciabella,Italy,Toscana,Maremma,,,Sangiovese,Merlot,Cabernet Sauvignon,,,,,,,,,,Red,Table,13~14,17~19,SWEET1,ACIDITY3,BODY3,TANNIN3,70000,2011,750
10859,153831,"Talamonti, Tre Saggi Montepulciano d?섲bruzzo",Talamonti,Italy,Abruzzo,,,,Montepulciano,,,,,,,,,,,,Red,Table,13~14,17~19,SWEET1,ACIDITY3,BODY3,TANNIN3,70000,2013,750
10860,153832,"Talamonti, Kudos Colline Pescaresi",Talamonti,Italy,Abruzzo,,,,Montepulciano,Merlot,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,90000,2011,750
10861,153833,"Two Hands, Brave Faces",Two Hands Wines,Australia,South Australia,Barossa Valley,,,Grenache,Mataro,Syrah & Shiraz,,,,,,,,,,Red,Table,14.5,17~19,SWEET2,ACIDITY4,BODY3,TANNIN4,46800,2015,750
10866,153842,"La Chaume, Bellae Domini",La Chaume,France,Loire,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2009,750
10867,153843,"La Chaume, Bel Canto",La Chaume,France,Loire,,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
10868,153844,L?섲pogee de Chateau Fillon,Chateau Fillon,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2009,750
10869,153845,Domaine d'Andezon,Domaine dAndezon,France,Rhone,Cotes du Rhone,,,Syrah & Shiraz,Carignan,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750
10870,153846,Domaine de Pierredon,Domaine de Pierredon,France,Rhone,Cotes du Rhone,,,Syrah & Shiraz,Grenache,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750
10871,153847,"Vignerons d'Estezargues, Terre de Mistral",Les Vignerons dEstezargues,France,Rhone,Cotes du Rhone,,,Grenache,Carignan,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750
10872,153848,"Domaine la Barroche, Chateauneuf-du-Pape",Domaine la Barroche,France,Rhone,ChateauneufduPape,,,Grenache,mourvedre,Syrah & Shiraz,Cinsault,Etc,,,,,,,,Red,Table,15,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2012,750
10873,153849,"Pure, Chateauneuf-Pape",Domaine la Barroche,France,Rhone,ChateauneufduPape,,,Grenache,Etc,,,,,,,,,,,Red,Table,15,17~19,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2012,750
10875,153851,"Buehler, Zinfandel",Buehler Vineyards,USA,California,Napa County,Napa Valley,,Zinfandel,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY2,BODY4,TANNIN3,127000,2017,750
10877,153853,"Buehler, Cabernet Sauvignon",Buehler Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,163000,2015,750
10884,153875,Quail Creek Cabernet Sauvignon,Oakville Ranch Vineyards,USA,California,Napa County,Oakville,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,12.5,12,SWEET1,ACIDITY3,BODY3,TANNIN3,35000,2012,750
10885,153876,QUAIL CREEK MERLOT,Oakville Ranch Vineyards,USA,California,Napa County,Napa Valley,,Merlot,,,,,,,,,,,,Red,Table,12.5,12,SWEET1,ACIDITY2,BODY3,TANNIN3,35000,2012,750
10888,153879,Podere Brizio Rosso Di Montalcino,Podere Brizio,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,77000,2011,750
10889,153880,Podere Brizio Brunello di Montalcino,Podere Brizio,Italy,Toscana,Montalcino,,,Sangiovese Grosso,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,165000,2008,750
10892,153884,Le Colombier 'De Ch. Brown' Rouge,Chateau Brown,France,Bordeaux,PessacLeognan,,,Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2014,750
10894,153886,Chateau Donissan,Chateau Donissan,France,Bordeaux,ListracMedoc,,,Merlot,Cabernet Sauvignon,Petit Verdot,,,,,,,,,,Red,Table,14,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,55000,2010,750
